Year,BroodID,Visit,Date,Time,PlotID,Latitude,Longitude,Stage,HatchDate,AgeType,ChickAge,NumberChicks,Observer,ChickAgeEst,Adult1FlagCode,Adult1FlagColor,Adult2FlagCode,Adult2FlagColor,Comments
2018,6HE,1,7/5/2018,18:25,Feather West,64.84154,-165.9569,brood,,,,1,"JAJ,ZMP,LAM,CMW,CFG",12,6HE,FELG,,,
2018,6UU,1,7/2/2018,18:15,34 MI,64.820129,-166.039948,brood,,,,2,JAJ,4,6UU,FELG,,,
2018,6UU,2,7/3/2018,17:27,34 MI,64.81738,-166.03361,brood,,,,2,"JAJ,ZMP,LAM,CMW,CFG",4,6UU,FELG,,,
2018,6UU,3,7/5/2018,10:53,34 MI,64.82012,-166.03296,brood,,,,1,"ZMP,LAM,JAJ,CMW,CFG",,6UU,FELG,,,
2018,6UU,4,7/7/2018,11:15,34 MI,64.818609,-166.0067668,brood,,,,1,"CFG,JAJ,ZMP,LAM,CMW",7,6UU,FELG,,,
2018,6UU,5,7/8/2018,13:45,34 MI,,,unk,,,,0,JAJ,,6UU,FELG,,,
2018,6UU,6,7/11/2018,15:19,34 MI,,,unk,,,,0,"ZMP,LAM,CMW,CFG",,6UU,FELG,,,
2018,6UU,7,7/12/2018,15:24,34 MI,,,unk,,,,0,"ZMP,LAM,CMW,CFG",,6UU,FELG,,,
2018,6UU,8,7/14/2018,15:10,34 MI,,,unk,,,,0,"ZMP,LAM,CMW",,6UU,FELG,,,
2018,6UY,1,7/12/2018,11:04,34 MI,64.816907,-165.997524,brood,7/11/2018,Known,1,3,"ZMP,LAM,CMW",1,6UY,FELG,,,
2018,6XN,1,6/24/2018,13:57,37 MI,64.848436,-166.089941,brood,,,,1,"LAM,JAJ,CMW,BMC",2,6XN,FELG,,,
2018,6XN,2,6/26/2018,13:25,37 MI,64.84255,-166.08875,brood,,,,1,"JAJ,LAM,CMW,BMC",4,6XN,FELG,,,
2018,6XN,3,6/28/2018,13:01,37 MI,64.84353,-166.08164,brood,,,,1,"LAM,JAJ,CMW,BMC",6,6XN,FELG,,,
2018,6XN,4,6/29/2018,17:59,37 MI,64.84569,-166.08926,brood,,,,1,"CMW,JAJ,LAM",7,6XN,FELG,,,
2018,6XN,5,6/30/2018,11:26,37 MI,64.845793,-166.093894,brood,,,,1,"CMW,LAM,JAJ",8,6XN,FELG,,,
2018,6XN,6,7/4/2018,16:32,37 MI,64.85393,-166.08798,brood,,,,1,JAJ,12,6XN,FELG,,,
2018,6XN,7,7/7/2018,10:00,37 MI,,,unk,,,,0,"LAM,CMW",,6XN,FELG,,,
2018,6XN,8,7/9/2018,12:45,37 MI,,,unk,,,,0,"ZMP,LAM,CMW,CFG",,6XN,FELG,,,
2018,6XN,9,7/11/2018,13:14,37 MI,,,unk,,,,0,"ZMP,LAM,CMW,CFG",,6XN,FELG,,,
2018,6XN,10,7/13/2018,13:59,37 MI,,,unk,,,,0,"ZMP,LAM,CMW",,6XN,FELG,,,
2018,UNB,1,6/26/2018,17:29,Tombstone,64.93925,-166.20958,brood,,,,4,"JAJ,LAM,CMW,BMC",13,UNB,,,,
2018,UNB,2,6/28/2018,17:40,Tombstone,64.93556,-166.20865,brood,,,,4,"BMC,LAM,JAJ,CMW",15,UNB,,,,
2018,UNB,3,6/30/2018,15:49,Tombstone,64.93295,-166.20583,fledged,,,,4,"CMW,LAM,JAJ,BMC",20,UNB,,,,
2018,UNB,4,7/4/2018,12:30,Tombstone,64.94673,-166.20525,fledged,,,,4,"CFG,CMW,JAJ,LAM,ZMP",22,UNB,,,,
2018,UNB,5,7/9/2018,14:30,Tombstone,64.94156,-166.2086,fledged,,,,4,"ZMP,LAM,CMW,CFG",29,UNB,,,,
