Year,NestID,Date,Time,PlotID,Latitude,Longitude,Observer,Visit,Stage,NestSeen,Eggs,Chicks,Adult1FlagCode,Adult1FlagColor,Adult2FlagCode,Adult2FlagColor,InitiationDate,NestCondition,Fox,EggFrags,EggBits,Membranes,MembranesShell,AdultBroody,BroodSeen,HowFailed,Comments|Egg1_Length|Egg1_Width|Egg1_Angle|Egg1_Surfaced|Egg1_mmAbove|Egg1_Mass(g)|Egg2_Length|Egg2_Width|Egg2_Angle|Egg2_Surfaced|Egg2_mmAbove|Egg2_Mass(g)|Egg3_Length|Egg3_Width|Egg3_Angle|Egg3_Surfaced|Egg3_mmAbove|Egg3_Mass(g)|Egg4_Length|Egg4_Width|Egg4_Angle|Egg4_Surfaced|Egg4_mmAbove|Egg4_Mass(g)|Est_Age(days)|Incubation_Date||%Lich_1|%Moss_1|%DST_1|%Forb_1|%Other_1|%Sedge_1|%Kinick_1|%Vacc_1|%Empet_1|%Heath_1|%BareRock_1|%LichRock_1|%BareSoil_1|%Lich_10|%Moss_10|%DST_10|%Forb_10|%Other_10|%Sedge_10|%Kinick_10|%Vacc_10|%Empet_10|%Heath_10|%BareRock_10|%LichRock_10|%BareSoil_10|Width|Depth|Conceal|Slope|Asp|Elev|Hatch_Date(est)|notes
2014,JAJ_001,6/9/2014,20:00,34 MI,64.81459,-165.96434,JAJ,Initial Discovery,laying,Y,2,0,6EC,FELG,6KJ,FELG,6/7/2014,,,,,,,,,,|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2014,JAJ_001,6/10/2014,14:30,34 MI,64.81459,-165.96434,JAJ,2,incubation,N,,,,,,,,,,,,,,,,,|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2014,JAJ_001,6/24/2014,16:30,34 MI,64.81459,-165.96434,LHD,3,incubation,N,,,,,,,,,,,,,,,,,|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2014,JAJ_001,7/1/2014,13:40,34 MI,64.81459,-165.96434,JAJ,4,incubation,N,,,,,,,,,,,,,,,,,|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2014,JAJ_001,7/3/2014,11:45,34 MI,64.81459,-165.96434,JAJ,5,hatch,N,,1,,,,,,,,,,,,,,,|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2014,JAJ_001,7/3/2014,16:45,34 MI,64.81459,-165.96434,JAJ,Fate Determined,hatch,N,,1,,,,,,,,,,,,Y,,,Male seen incubating/brooding on nest. One chick observed. All on 3 Jul 2014.|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2014,LHD_001,5/29/2014,16:44,Tombstone,64.93822,-166.21114,LHD,Initial Discovery,laying,Y,1,0,6HY,FELG,6XH,FELG,5/28/2014,,,,,,,,,,|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2014,LHD_001,5/29/2014,16:44,Tombstone,64.93822,-166.21114,LHD,2,laying,Y,1,0,,,,,,,,,,,,,,,|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2014,LHD_001,6/1/2014,13:10,Tombstone,64.93822,-166.21114,LHD,3,laying,Y,3,0,,,,,,,,,,,,,,,|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2014,LHD_001,6/2/2014,16:56,Tombstone,64.93822,-166.21114,LHD,4,incubation,Y,4,0,,,,,,,,,,,,,,,|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2014,LHD_001,6/3/2014,16:30,Tombstone,64.93822,-166.21114,LHD,5,incubation,Y,4,0,,,,,,,,,,,,,,,|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2014,LHD_001,6/4/2014,18:50,Tombstone,64.93822,-166.21114,LHD,6,incubation,Y,4,0,,,,,,,,,,,,,,,|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2014,LHD_001,6/22/2014,12:00,Tombstone,64.93822,-166.21114,LHD,Fate Determined,failed,Y,0,0,,,,,,scattered,,N,N,,,,,Predation,Wolverine?|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2014,NRH_001,5/28/2014,17:30,34 MI,64.8205,-166.03525,NRH,Initial Discovery,incubation,Y,4,0,6UU,FELG,,,,,,,,,,,,,|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2014,NRH_001,5/29/2014,10:21,34 MI,64.8205,-166.03525,NRH,2,incubation,N,,,,,,,,,,,,,,,,,|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2014,NRH_001,5/30/2014,9:58,34 MI,64.8205,-166.03525,NRH,3,incubation,N,,,,,,,,,,,,,,,,,|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2014,NRH_001,5/31/2014,10:07,34 MI,64.8205,-166.03525,NRH,4,incubation,N,,,,,,,,,,,,,,,,,|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2014,NRH_001,6/1/2014,10:00,34 MI,64.8205,-166.03525,NRH,5,incubation,N,,,,,,,,,,,,,,,,,|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2014,NRH_001,6/3/2014,17:30,34 MI,64.8205,-166.03525,NRH,6,incubation,N,,,,,,,,,,,,,,,,,|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2014,NRH_001,6/4/2014,11:35,34 MI,64.8205,-166.03525,NRH,7,incubation,Y,4,0,,,,,,,,,,,,,,,|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2014,NRH_001,6/4/2014,17:32,34 MI,64.8205,-166.03525,NRH,8,incubation,N,,,,,,,,,,,,,,,,,|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2014,NRH_001,6/10/2014,20:00,34 MI,64.8205,-166.03525,JAJ,9,incubation,N,,,,,,,,,,,,,,,,,|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2014,NRH_001,6/20/2014,10:50,34 MI,64.8205,-166.03525,LHD,10,hatch,Y,2,2,,,,,,,,,,,,,,,|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2014,NRH_001,6/20/2015,16:10,34 MI,64.8205,-166.03525,LHD,Fate Determined,hatch,Y,2,2,,,,,,,,,,,,,Y,,Turned into 6UU brood.|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
