Year,BroodID,Visit,Date,Time,PlotID,Latitude,Longitude,Stage,HatchDate,AgeType,ChickAge,NumberChicks,Observer,ChickAgeEst,Adult1FlagCode,Adult1FlagColor,Adult2FlagCode,Adult2FlagColor,Comments
2016,6HY,3,7/3/2016,15:10,Tombstone,same,,brood,,,,1,BJH,,6HY,FELG,,, 
2016,6HY,4,7/6/2016,,Tombstone,same,,brood,,,,1,all,,6HY,FELG,,, 
2016,6HY,5,7/8/2016,,Tombstone,,,brood,,,,,,,6HY,FELG,,, 
2016,6HY,6,7/12/2016,19:30,Tombstone,64.94953,-166.20663,brood,,,,1,all,,6HY,FELG,,, 
2016,6JY,1,6/26/2016,13:25,37 MI,64.8526,-166.09203,brood,6/25/2016,Known,1,4,CWW,1 d.o.,6JY,FELG,1EU,FEDG, 
2016,6JY,2,6/28/2016,,37 MI,,,brood,6/25/2016,Known,3,,,,6JY,FELG,1EU,FEDG, 
2016,6JY,3,6/29/2016,,37 MI,,,brood,6/25/2016,Known,4,,,,6JY,FELG,1EU,FEDG, 
2016,6JY,4,7/1/2016,17:35,37 MI,64.85452,-166.07332,brood,6/25/2016,Known,6,3,SGB,,6JY,FELG,1EU,FEDG, 
2016,6JY,5,7/2/2016,14:49,37 MI,64.856,-166.07259,brood,6/25/2016,Known,7,1,SGB,,6JY,FELG,1EU,FEDG, 
2016,6JY,6,7/5/2016,12:30,37 MI,64.85837,-166.07056,brood,6/25/2016,Known,10,2,JVG,,6JY,FELG,1EU,FEDG, 
2016,6JY,7,7/10/2016,17:05,37 MI,64.86388,-166.06633,brood,6/25/2016,Known,15,1,JVG,,6JY,FELG,1EU,FEDG, 
2016,6JY,8,7/13/2016,16:18,37 MI,64.85053,-166.08061,brood,6/25/2016,Known,18,1,SGB,not flying,6JY,FELG,1EU,FEDG, 
2016,6JY,9,7/18/2016,18:50,37 MI,64.84888,-166.08411,fledged,6/25/2016,Known,23,1,SGB,flying,6JY,FELG,1EU,FEDG, 
2016,6KT,1,6/27/2016,16:15,Tombstone,64.93387,-166.20946,brood,,,,2,all,6 d.o.,6KT,FELG,,, 
2016,6KT,2,7/2/2016,14:30,Tombstone,64.93476,-166.21001,brood,,,,2,LHD,,6KT,FELG,,, 
2016,6KT,3,7/3/2016,15:30,Tombstone,64.93214,-166.20534,brood,,,,2,JVG,,6KT,FELG,,, 
2016,6KT,4,7/6/2016,,Tombstone,,,brood,,,,2,all,,6KT,FELG,,, 
2016,6KT,5,7/8/2016,12:15,Tombstone,64.932,-166.20888,brood,,,,2,JVG,,6KT,FELG,,, 
2016,6KT,6,7/12/2016,11:20,Tombstone,64.9327,-166.20523,brood,,,,2,JAJ,,6KT,FELG,,, 
2016,6TM,1,6/19/2016,20:00,37 MI,64.84142,-166.08118,brood,,,,1,JVG,2 d.o.,6TM,FELG,,, measured chick
2016,6TM,2,6/21/2016,20:15,37 MI,64.84344,-166.08554,brood,,,,1,CWW,4 d.o,6TM,FELG,,, measured chick
2016,6TM,3,6/24/2016,18:40,37 MI,64.84333,-166.082,brood,,,,1,CWW,,6TM,FELG,,," measured chick, captured adult"
2016,6TM,4,6/27/2016,21:10,37 MI,64.83781,-166.08521,brood,,,,1,CWW,,6TM,FELG,,,not detected again measured chick
2016,6UU,1,6/15/2016,16:00,34 MI,64.82209,-166.03999,brood,6/14/2016,Known,1,4,JVG,2 d.o.,6UU,FELG,,,"Nest: 1HE, Chick: 1JJ measured chicks"
2016,6UU,2,6/20/2016,17:00,34 MI,64.82172,-166.0336,brood,6/14/2016,Known,6,3,JVG,6 d.o.,6UU,FELG,,,nest ID: 1HE measured chicks
2016,6UU,3,6/22/2016,12:48,34 MI,64.82202,-166.04399,brood,6/14/2016,Known,8,3,JVG,8 d.o.,6UU,FELG,,,nest ID: 1HE measured chicks
2016,6UU,4,6/23/2016,,34 MI,,,brood,6/14/2016,Known,9,,JVG,,6UU,FELG,,, 
2016,6UU,5,6/25/2016,12:35,34 MI,64.82285,-166.04514,brood,6/14/2016,Known,11,2,JVG,,6UU,FELG,,,nest ID: 1HE measured chicks
2016,6UU,6,6/28/2016,12:45,34 MI,64.82397,-166.041,brood,6/14/2016,Known,14,1,JVG,15 d.o.,6UU,FELG,,,"nest ID: 1HE, found w/1HK measured chick"
2016,6UU,7,7/2/2016,18:00,34 MI,64.81937,-166.01305,brood,6/14/2016,Known,18,1,LHD,,6UU,FELG,,,"nest ID: 1HE, 1JJ took 1HE radio measured/radio chick"
2016,6UU,8,7/6/2016,12:00,34 MI,64.81805,-166.00218,fledged,6/14/2016,Known,22,1,LHD,,6UU,FELG,,,"nest ID: 1HE, male 1HE near chick ignored observers, would have been difficult to capture measure chick 1JJ"
2016,6UU,9,7/10/2016,20:20,34 MI,64.8189,-166.0416,fledged,6/14/2016,Known,26,1,JAJ,,6UU,FELG,,,nest ID: 1HE located chick
2016,6UU,10,7/12/2016,,34 MI,,,fledged,6/14/2016,Known,28,1,LHD,,6UU,FELG,,, captured 1JJ
2016,6UX,1,6/25/2016,14:22,Barrel,64.708,-165.76427,brood,,,,4,LHD,2 d.o.,6UX,FELG,,, 
2016,6UX,2,7/13/2016,11:30,Barrel,,,unk,,,,,JVG,,6UX,FELG,,, 
2016,6VK/1JK,1,6/30/2016,14:50,Feather,64.84468,-165.90834,brood,,,,2,LHD,12-14 d.o.,6VK/1JK,FELG,,,flag changed to 1JK on July 8 
2016,6VK/1JK,2,7/8/2016,,Feather,,,brood,,,,2,LHD,flying,6VK/1JK,FELG,,, 
