"","Year","Region","Location","Area","Site","Latitude","Longitude","CaptureDate","CaptureTime","Species","Bander","Scribe","BandSize","MetalIn","FlagColorIn","FlagCodeIn","UpperLeftIn","LowerLeftIn","UpperRightIn","LowerRightIn","MetalOut","FlagColorOut","FlagCodeOut","UpperLeftOut","LowerLeftOut","UpperRightOut","LowerRightOut","TrackerType1","TrackerStatus1","TrackerID1","TrackerType2","TrackerStatus2","TrackerID2","Disposition","Status","Condition","AgeID","HowAged","FieldSex","CHDSex","HowSex","Culmen","CulmenDepth","CulmenWidth","NaresTip","TotalHead","TarsusDiagonal","Wing","p10","p10Exposed","Fat","Weight","CaptureMethod","NestBroodID","ChickAgeType","ChickHatchDate","ChickAge","FeatherCollected","FeatherType","Blood","BloodQuantity","BloodUse","OtherTests","comments.Tot.Tarsus.Covert.p10_length.Covert.p10_exposed.Weight.Cone_wt.RECAPBTWYR.RECAPWINYR.PHOTOS.MATE.MATE_ATTEND.BROOD_SIZE.REL_STATUS.ffm_p1.ffm_p2.ffm_p3.ffm_p4.ffm_p5.ffm_p6.ffm_p7.ffm_p8.ffm_p9.ffm_p10.ffm_s1.ffm_s2.ffm_s3.ffm_s4.ffm_s5.ffm_s6.ffm_s7.ffm_s8.ffm_s9.ffm_s10.tfm_1.tfm_2.tfm_3.tfm_4.tfm_5.tfm_6.bm_head.bm_neck.bm_back.bm_brst.bm_abd.blood_dna.blood_rna"
"156",2013,5,"NOME","TELLER RD","34 MI",64.82343,-166.04189,"6/24/2013","","REKN","LHD","",2,"","","","",,"","","122274301","FELG","6UN","FELG","","DG","M","","","","","","","1","319","7","ASY","PL","M","M","BO",35.2,6.8,5.5,25.3,63,33,167,,,1,110,"Mist","","","",,"Y","","Y","","DNA","","blood for sero, blood for DNA, feathers for isotopes, swab for AI, brood patches refeathering, no geo||||||N|N||.||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Y|"
"157",2013,5,"NOME","TELLER RD","34 MI",64.82343,-166.04189,"6/24/2013","","REKN","LHD","",2,"","","","",,"","","122274302","FELG","6UM","GEO, DG","","FELG","M","GEO","New","","","","","1","319","7","AHY","PL","M","M","BO",34.8,6.7,5,24.8,63.1,35,173,,,3,145,"Mist","","","",,"Y","","Y","","DNA","","blood for sero taken on 1 July (0.25 mL), blood fro DNA (aslo taken on 1 July), AI swab, feathers, geo put on at 1754||||||N|N||.||4||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Y|"
"158",2013,5,"NOME","TELLER RD","34 MI",64.82383,-166.04584,"6/24/2013","","REKN","LHD","",2,"123233947","FELG","6LX","FELG",,"DB","M","123233947","FELG","6LX","FELG","","GEO,DG","M","GEO","New","","","","","R","319","7","ASY","PL","M","M","BO",,,,,,,,,,4,150,"Mist","","","",,"Y","","Y","","DNA","","blood for sero (0.7 mL), blood for DNA, AI swab, and feathers, found with brood in 2012, captured on nest in 2013, geo on at 1537, also fat on flanks and abdomen.||||||Y|N||.|||||||||||||||||||||||||||||||||||Y|"
"159",2013,5,"NOME","TELLER RD","34 MI",64.81387,-165.96663,"6/25/2013","","REKN","JAJ","",2,"","","","",,"","","122274303","FELG","6HP","FELG","","DG","M","","","","","","","1","319","7","AHY","PL","U","F","IC",36,6.9,5.6,28.4,68.2,36,179,,,1,140,"Mist","","","",,"N","","Y","","DNA","","blood for sero (0.1mL), blood for DNA, AI swab, no feathers, no geo, brood patches present but not fluid-filled.||||||N|N||.||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Y|"
"160",2013,5,"NOME","TELLER RD","34 MI",64.82343,-166.03831,"7/1/2013","","REKN","JAJ","",2,"","","","",,"","","122274305","","","DG","","","M","","","","","","","1","301","7","L","NF","U","","IC",,,,,,,,,,,,"Hand","6UM_brood","unknown","",,"N","","N","","","","chicks ca. 10 days old||||||N|N|||.|3|||||||||||||||||||||||||||||||||N|"
"161",2013,5,"NOME","TELLER RD","34 MI",64.82343,-166.03831,"7/1/2013","","REKN","JAJ","",2,"","","","",,"","","122274306","","","DG","","","M","","","","","","","1","301","7","L","NF","U","","IC",,,,,,,,,,,,"Hand","6UM_brood","unknown","",,"N","","N","","","","chicks ca. 10 days old||||||N|N|||.|3|||||||||||||||||||||||||||||||||N|"
"162",2013,5,"NOME","TELLER RD","34 MI",64.82343,-166.03831,"7/1/2013","","REKN","JAJ","",2,"","","","",,"","","122274307","","","DG","","","M","","","","","","","1","301","7","L","NF","U","","IC",,,,,,,,,,,,"Hand","6UM_brood","unknown","",,"N","","N","","","","chicks ca. 10 days old||||||N|N|||.|3|||||||||||||||||||||||||||||||||N|"
"163",2013,5,"NOME","TELLER RD","Tombstone",64.93504,-166.2086,"7/2/2013","","REKN","LHD","",2,"","","","",,"","","122274308","FELG","6HY","GEO, DG","","FELG","M","GEO","New","","","","","1","319","7","AHY","PL","M","M","BO",35.9,6.7,5,26.9,66,34.5,174,,,2,110,"Mist","","","",,"Y","","Y","","DNA","","blood for sero (0.8mL), blood for DNA, AI Swab, feathers, bird seen with no chick later in season.||||||N|N||.||1||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Y|"
"164",2013,5,"NOME","TELLER RD","Tombstone",64.94184,-166.20691,"7/2/2013","","REKN","NRH","",2,"","","","",,"","","122274310","FELG","6HX","GEO, DG","","FELG","M","GEO","New","","","","","1","301","7","AHY","PL","M","M","BO",34.3,6.7,4.9,25.7,63.5,33,167,,,1,110,"Mist","","","",,"Y","","N","0","","","no blood due to light weight but AI swab taken||||||N|N||.||3||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|N|"
"165",2013,5,"NOME","TELLER RD","Tombstone",64.93504,-166.2086,"7/2/2013","","REKN","JAJ","",2,"","","","",,"","","122274309","","","DG","","","M","","","","","","","1","301","7","L","NF","U","","IC",,,,,,,,,,,,"Hand","6HY_brood","unknown","",,"N","","N","","","","chick 4-5 days old||||||N|N|||.|1|||||||||||||||||||||||||||||||||N|"
"166",2013,5,"NOME","TELLER RD","Tombstone",64.94184,-166.20691,"7/2/2013","","REKN","JAJ","",2,"","","","",,"","","122274311","","","DG","","","M","","","","","","","1","301","7","L","NF","U","","IC",,,,,,,,,,,,"Hand","6HX_brood","unknown","",,"N","","N","","","","chicks ca. 7 days old||||||N|N|||.|3|||||||||||||||||||||||||||||||||N|"
"167",2013,5,"NOME","TELLER RD","Tombstone",64.94184,-166.20691,"7/2/2013","","REKN","JAJ","",2,"","","","",,"","","122274312","","","DG","","","M","","","","","","","1","301","7","L","NF","U","","IC",,,,,,,,,,,,"Hand","6HX_brood","unknown","",,"N","","N","","","","chicks ca. 7 days old||||||N|N|||.|3|||||||||||||||||||||||||||||||||N|"
