"","Year","Date","Region","PlotID","Latitude","Longitude","EncounterType","FlagCode","FlagColor","CurrentFlagCode","CurrentFlagColor","Age","Sex","TrackerType1","TrackerType2","TrackerStatus1","TrackerStatus2","Observer","Comments"
"80",2015,"7/11/2015","Alaska","37 MI",64.8428,-166.08388,"R","1AY","FEDG","1AY","FEDG","L",,"","","","","LHD","additional observers -  NRH,  CWW,  WGH, , "
"81",2015,"7/11/2015","Alaska","37 MI",64.84209,-166.06369,"R","1CC","FEDG","1CC","FEDG","L",,"","","","","LHD","additional observers -  NRH,  CWW,  WGH, , "
"82",2015,"7/11/2015","Alaska","37 MI",64.8428,-166.08388,"R","1CE","FEDG","1CE","FEDG","L",,"","","","","LHD","additional observers -  NRH,  CWW,  WGH, , "
"83",2015,"7/11/2015","Alaska","37 MI",64.84209,-166.06369,"R","1CV","FEDG","1CV","FEDG","L",,"","","","","LHD","additional observers -  NRH,  CWW,  WGH, , "
"84",2015,"7/11/2015","Alaska","37 MI",64.84209,-166.06369,"R","1CX","FEDG","1CX","FEDG","L",,"","","","","LHD","additional observers -  NRH,  CWW,  WGH, , "
"85",2015,"7/11/2015","Alaska","37 MI",64.84496,-166.08348,"C","1CY","FEDG","1CY","FEDG","L",,"","","","","LHD","additional observers -  NRH,  CWW,  WGH, , "
"86",2015,"7/11/2015","Alaska","37 MI",64.8428,-166.08388,"R","1EX","FEDG","1EX","FEDG","L",,"","","","","LHD","additional observers -  NRH,  CWW,  WGH, , "
"87",2015,"7/11/2015","Alaska","37 MI",64.8428,-166.08388,"R","1EY","FEDG","1EY","FEDG","L",,"","","","","LHD","additional observers -  NRH,  CWW,  WGH, , "
"88",2015,"7/5/2015","Alaska","34 MI",64.81595,-165.99619,"R","1AH","FEDG","1AH","FEDG","AHY",,"","","","","LHD","additional observers -  NRH,  CWW, , , "
"89",2015,"7/5/2015","Alaska","34 MI",64.81668,-166.00624,"R","6JH","FELG","1LM","FEDG","AHY",,"","","","","LHD","additional observers -  NRH,  CWW, , , "
"90",2015,"7/21/2015","Alaska","34 MI",64.81631,-166.0265,"R","1CM","FEDG","1CM","FEDG","L",,"","","","","LHD","additional observers -  NRH,  CWW, , , "
"91",2015,"7/3/2015","Alaska","37 MI",64.85162,-166.08574,"R","6JY","FELG","6JY","FELG","AHY",,"","","","","LHD","additional observers -  NRH,  JAJ,  CWW,  VAP,  WGH"
"92",2015,"6/29/2015","Alaska","34 MI",64.81621,-166.01079,"R","1AH","FEDG","1AH","FEDG","AHY",,"","","","","LHD","additional observers -  NRH,  VAP,  LTC, , "
"93",2015,"6/29/2015","Alaska","34 MI",64.82232,-166.04076,"R","6LX","FELG","6LX","FELG","AHY",,"","","","","LHD","additional observers -  NRH,  VAP,  LTC, , "
"94",2015,"6/29/2015","Alaska","34 MI",64.81944,-165.99571,"R","6UY","FELG","6UY","FELG","AHY",,"","","","","LHD","additional observers -  NRH,  VAP,  LTC, , "
"95",2015,"7/10/2015","Alaska","37 MI",64.83993,-166.08238,"R","1AY","FEDG","1AY","FEDG","L",,"","","","","CWW","additional observers -  NRH, , , , "
"96",2015,"7/10/2015","Alaska","37 MI",64.83993,-166.08238,"R","1CE","FEDG","1CE","FEDG","L",,"","","","","CWW","additional observers -  NRH, , , , "
"97",2015,"7/10/2015","Alaska","37 MI",64.83993,-166.08238,"C","1EX","FEDG","1EX","FEDG","L",,"","","","","CWW","additional observers -  NRH, , , , "
"98",2015,"7/10/2015","Alaska","37 MI",64.83993,-166.08238,"C","1EY","FEDG","1EY","FEDG","L",,"","","","","CWW","additional observers -  NRH, , , , "
"110",2015,"7/4/2015","Alaska","34 MI",64.81338,-165.98889,"R","6UY","FELG","6UY","FELG","AHY",,"","","","","LHD","additional observers -  WGH, , , , "
"142",2015,"7/14/2015","Alaska","37 MI",64.8571,-166.06068,"R","1CX","FEDG","1CX","FEDG","L",,"","","","","CWW","All on his own. 1CV heard in distance, but uncertain how far away it actually was.additional observers - , , , , "
"146",2015,"7/10/2015","Alaska","37 MI",64.84536,-166.08011,"R","1AU","FEDG","1AU","FEDG","AHY",,"SAT","","Retained","","NRH","AN, AV, AXadditional observers - , , , , "
"164",2015,"6/26/2015","Alaska","34 MI",64.81123,-165.96304,"R","6EC","FELG","6EC","FELG","AHY",,"","","","","NRH","Appears to be single or on incubation break. Displayed near peak and then seen on ground.additional observers -  LTC, , , , "
"165",2015,"6/26/2015","Alaska","34 MI",64.81457,-165.95224,"R","6HH","FELG","6HH","FELG","AHY",,"GEO","","Retained","","NRH","Appears to be single or on incubation break. Seen on back side of peak displaying.additional observers - , , , , "
"171",2015,"7/20/2015","Alaska","37 MI",64.84882,-166.08627,"R","1AN","FEDG","1AN","FEDG","L",,"","","","","NRH","Appears to have a gimpy leg. Possibly caused by the flag? Holding left leg up close to body and limps around on the other leg. Flies just fine.additional observers - , , , , "
"173",2015,"7/10/2015","Alaska","37 MI",64.84733,-166.05414,"R","6UP","FELG","6UP","FELG","AHY",,"SAT","","Retained","","CWW","AT and APadditional observers - , , , , "
"178",2015,"6/28/2015","Alaska","34 MI",64.8103,-165.95187,"R","6HV","FELG","6HV","FELG","AHY",,"","","","","LHD","Attempted to capture today but failed with chick decoy, bownet, and mistnet. After fairly strong response at first when we had chicks, he never fully sat on the decoy and we missed with the bownet. By the time we got the mistnet out, he had lost substantiadditional observers -  NRH,  VAP,  LTC, , "
"191",2015,"7/11/2015","Alaska","37 MI",64.8428,-166.08388,"C","1EH","FEDG","1EH","FEDG","L",,"","","","","LHD","BANDED todayadditional observers -  NRH,  CWW,  WGH, , "
"192",2015,"7/9/2015","Alaska","37 MI",64.8423,-166.06401,"C","1CV","FEDG","1CV","FEDG","L",,"","","","","LHD","BANDED todayadditional observers -  NRH,  CWW, , , "
"193",2015,"7/9/2015","Alaska","37 MI",64.8423,-166.06401,"C","1CX","FEDG","1CX","FEDG","L",,"","","","","LHD","BANDED todayadditional observers -  NRH,  CWW, , , "
"194",2015,"6/26/2015","Alaska","34 MI",64.81629,-166.00124,"C","1AJ","FEDG","1AJ","FEDG","L",,"","","","","LHD","BANDED todayadditional observers - , , , , "
"195",2015,"6/26/2015","Alaska","34 MI",64.81629,-166.00124,"C","1AK","FEDG","1AK","FEDG","L",,"","","","","LHD","BANDED todayadditional observers - , , , , "
"196",2015,"6/27/2015","Alaska","34 MI",64.82169,-166.04695,"C","1AA","FEDG","1AA","FEDG","L",,"","","","","VAP","BANDED todayadditional observers - , , , , "
"197",2015,"6/27/2015","Alaska","34 MI",64.82169,-166.04695,"C","1AC","FEDG","1AC","FEDG","L",,"","","","","LHD","BANDED todayadditional observers - , , , , "
"198",2015,"6/27/2015","Alaska","34 MI",64.82169,-166.04695,"C","1AE","FEDG","1AE","FEDG","L",,"","","","","VAP","BANDED todayadditional observers - , , , , "
"199",2015,"7/3/2015","Alaska","37 MI",64.85014,-166.09311,"C","1AL","FEDG","1AL","FEDG","L",,"","","","","VAP","BANDED todayadditional observers - , , , , "
"200",2015,"7/3/2015","Alaska","37 MI",64.85014,-166.09311,"C","1AM","FEDG","1AM","FEDG","L",,"","","","","VAP","BANDED todayadditional observers - , , , , "
"201",2015,"7/3/2015","Alaska","37 MI",64.85014,-166.09311,"C","1AN","FEDG","1AN","FEDG","L",,"","","","","VAP","BANDED todayadditional observers - , , , , "
"202",2015,"7/3/2015","Alaska","37 MI",64.8506,-166.08218,"C","1AP","FEDG","1AP","FEDG","L",,"","","","","CWW","BANDED todayadditional observers - , , , , "
"203",2015,"7/3/2015","Alaska","37 MI",64.8506,-166.08218,"C","1AT","FEDG","1AT","FEDG","L",,"","","","","CWW","BANDED todayadditional observers - , , , , "
"209",2015,"7/12/2015","Alaska","37 MI",64.84807,-166.05675,"R","1CX","FEDG","1CX","FEDG","L",,"","","","","NRH","Best frequency noted today to be .2736additional observers - , , , , "
"210",2015,"7/12/2015","Alaska","37 MI",64.84088,-166.06602,"R","1EX","FEDG","1EX","FEDG","L",,"","","","","NRH","Best frequency noted today to be .3090additional observers - , , , , "
"217",2015,"7/20/2015","Alaska","37 MI",64.8642,-166.06851,"R","1EK","FEDG","1EK","FEDG","L",,"","","","","LHD","Brood observed: 6JY plus 1EK and 1EMadditional observers - , , , , "
"218",2015,"7/20/2015","Alaska","37 MI",64.8642,-166.06851,"R","1EM","FEDG","1EM","FEDG","L",,"","","","","LHD","Brood observed: 6JY plus 1EK and 1EMadditional observers - , , , , "
"219",2015,"7/20/2015","Alaska","37 MI",64.8642,-166.06851,"R","6JY","FELG","6JY","FELG","AHY",,"","","","","LHD","Brood observed: 6JY plus 1EK and 1EMadditional observers - , , , , "
"228",2015,"6/27/2015","Alaska","34 MI",64.82169,-166.04695,"R","6JH","FELG","1LM","FEDG","AHY",,"","","","","LHD","Capture with two chicks today. Radio deployed. Large leather pad with stretch magic used. Seemed too clunky and big. Will try smaller.additional observers -  NRH,  VAP,  LTC, , "
"240",2015,"7/11/2015","Alaska","37 MI",64.84209,-166.06369,"C","1EA","FEDG","1EA","FEDG","AHY",,"","","","","LHD","CAPTURED and flagged/radioed today with 1 chick (1EC). Another chick seen but not captured. Chicks. ~20 d.o. Just now flighted.additional observers -  NRH,  CWW,  WGH, , "
"242",2015,"7/9/2015","Alaska","37 MI",64.8423,-166.06401,"C","6EV","FELG","6EV","FELG","AHY",,"SAT","","New","","LHD","Captured and PINPOINT today. Also captured two chicks. Another likely heard.additional observers -  NRH,  CWW, , , "
"243",2015,"7/16/2015","Alaska","37 MI",64.8643,-166.06897,"R","6JY","FELG","6JY","FELG","AHY",,"","","","","NRH","CAPTURED and RADIOED today with 2 chicks. Chicks banded 1EK and 1EM.additional observers -  LHD,  GJTS, , , "
"248",2015,"7/3/2015","Alaska","37 MI",64.84522,-166.0833,"C","1AU","FEDG","1AU","FEDG","AHY",,"SAT","","New","","LHD","Captured today and PinPoint deployed.additional observers -  NRH,  JAJ,  CWW,  VAP,  WGH"
"249",2015,"7/3/2015","Alaska","37 MI",64.83879,-166.08391,"R","6TM","FELG","6TM","FELG","AHY",,"SAT","","New","","LHD","Captured today and PinPoint deployed.additional observers -  NRH,  JAJ,  CWW,  VAP,  WGH"
"250",2015,"7/3/2015","Alaska","37 MI",64.8506,-166.08218,"R","6UP","FELG","6UP","FELG","AHY",,"SAT","","New","","LHD","Captured today and PinPoint deployed.additional observers -  NRH,  JAJ,  CWW,  VAP,  WGH"
"251",2015,"7/3/2015","Alaska","37 MI",64.84182,-166.08354,"R","6XN","FELG","6XN","FELG","AHY",,"SAT","","New","","LHD","Captured today and PinPoint deployed.additional observers -  NRH,  JAJ,  CWW,  VAP,  WGH"
"252",2015,"7/3/2015","Alaska","37 MI",64.8501389,-166.0931111,"R","6XT","FELG","6XT","FELG","AHY",,"SAT","","New","","LHD","Captured today and PinPoint deployed.additional observers -  NRH,  JAJ,  CWW,  VAP,  WGH"
"258",2015,"6/27/2015","Alaska","34 MI",64.82136,-166.03743,"C","6LX","FELG","6LX","FELG","AHY",,"","","","","LHD","Captured with chicks and radio deployed today.additional observers -  NRH,  VAP,  LTC, , "
"265",2015,"6/28/2015","Alaska","34 MI",64.80927,-165.95491,"C","6VA","FELG","6VA","FELG","AHY",,"","","","","LHD","Captured with one chick. Radio deployed.additional observers -  NRH,  VAP,  LTC, , "
"269",2015,"6/28/2015","Alaska","34 MI",64.81631,-166.0011,"R","6UY","FELG","6UY","FELG","AHY",,"","","","","LHD","Captured with two chicks. Radio deployed.additional observers -  NRH,  VAP,  LTC, , "
"278",2015,"7/10/2015","Alaska","37 MI",64.84393,-166.07066,"R","6XN","FELG","6XN","FELG","AHY",,"SAT","","Retained","","NRH","CC and 2 UNBadditional observers - , , , , "
"285",2015,"6/27/2015","Alaska","Tombstone",64.9333,-166.20667,"R","6HY","FELG","1KY","FEDG","AHY",,"GEO","","Retained","","LHD","Difficult to find chicks, but eventually found them all hiding where he had been standing. Banded them but decided not to radio him.additional observers -  NRH,  VAP, , , "
"307",2015,"5/5/2015","Washington","Grays Harbor, WA",46.954133,-124.045452,"R","6UX","FELG","6UX","FELG","AHY",,"","","","","Joe et al.","Dummy date used for resighted in spring (full records held by Joe) multiple resights are possible while this only represents its presence."
"312",2015,"7/10/2015","Alaska","37 MI",64.83993,-166.08238,"R","6TM","FELG","6TM","FELG","AHY",,"SAT","","Retained","","CWW","EX EY AY and CEadditional observers -  NRH, , , , "
"318",2015,"7/8/2015","Alaska","Feather West",64.84605,-165.94916,"C","1CU","FEDG","1CU","FEDG","AHY",,"SAT","","New","","LHD","FLAGGED and PINPOINT today after observing one flighted chick.additional observers -  JAJ,  CWW,  NRH, , "
"319",2015,"7/8/2015","Alaska","Feather East",64.83801,-165.91919,"C","1CT","FEDG","1CT","FEDG","AHY",,"SAT","","New","","LHD","FLAGGED and PINPOINT today and later observed 2+ flighted chicks.additional observers -  JAJ,  CWW,  NRH, , "
"321",2015,"7/16/2015","Alaska","37 MI",64.8643,-166.06897,"C","1EK","FEDG","1EK","FEDG","L",,"","","","","NRH","FLAGGED today as a chick.additional observers -  LHD,  GJTS, , , "
"322",2015,"7/16/2015","Alaska","37 MI",64.8643,-166.06897,"C","1EM","FEDG","1EM","FEDG","L",,"","","","","NRH","FLAGGED today as a chick.additional observers -  LHD,  GJTS, , , "
"323",2015,"7/11/2015","Alaska","37 MI",64.84209,-166.06369,"C","1EC","FEDG","1EC","FEDG","L",,"","","","","LHD","FLAGGED today as a chick.additional observers -  NRH,  CWW,  WGH, , "
"324",2015,"6/27/2015","Alaska","34 MI",64.81738,-166.00865,"C","1AH","FEDG","1AH","FEDG","AHY",,"","","","","LHD","FLAGGED today with chicks. Radio deployed.additional observers -  NRH,  VAP,  LTC, , "
"331",2015,"7/14/2015","Alaska","37 MI",64.8571,-166.06068,"C","1EJ","FEDG","1EJ","FEDG","L",,"","","","","LHD","FLAGGED today. Observed with flock of juvies. NRH (19Oct15)-Unsure who all was in this flock…additional observers -  NRH,  CWW,  WGH, , "
"332",2015,"7/14/2015","Alaska","37 MI",64.8571,-166.06068,"C","1EL","FEDG","1EL","FEDG","L",,"","","","","LHD","FLAGGED today. Observed with flock of juvies. NRH (19Oct15)-Unsure who all was in this flock…additional observers -  NRH,  CWW,  WGH, , "
"333",2015,"6/27/2015","Alaska","34 MI",64.81738,-166.00865,"C","1CM","FEDG","1CM","FEDG","L",,"","","","","LHD","Flagged todayadditional observers - , , , , "
"334",2015,"7/3/2015","Alaska","37 MI",64.84522,-166.0833,"C","1AV","FEDG","1AV","FEDG","L",,"","","","","VAP","Flagged todayadditional observers - , , , , "
"335",2015,"7/3/2015","Alaska","37 MI",64.84522,-166.0833,"C","1AX","FEDG","1AX","FEDG","L",,"","","","","VAP","Flagged todayadditional observers - , , , , "
"336",2015,"7/3/2015","Alaska","37 MI",64.84522,-166.0833,"C","1AY","FEDG","1AY","FEDG","L",,"","","","","CWW","Flagged todayadditional observers - , , , , "
"337",2015,"7/3/2015","Alaska","37 MI",64.84182,-166.08354,"C","1CC","FEDG","1CC","FEDG","L",,"","","","","VAP","Flagged todayadditional observers - , , , , "
"338",2015,"7/3/2015","Alaska","37 MI",64.83879,-166.08391,"C","1CE","FEDG","1CE","FEDG","L",,"","","","","VAP","Flagged todayadditional observers - , , , , "
"339",2015,"7/14/2015","Alaska","34 MI",64.81903,-166.03529,"R","1EH","FEDG","1EH","FEDG","L",,"","","","","NRH","Flew in from the NW calling over camp. Attempted to land nearby, then seen dropping down on other side of road from camp. Went over and determined it to be 1EH! Just sitting when we tracked it down, then sleeping as we left it.additional observers -  LHD, , , , "
"341",2015,"7/14/2015","Alaska","37 MI",64.84325,-166.08551,"R","1AX","FEDG","1AX","FEDG","L",,"","","","","NRH","Followed radio frequency until I flushed 4 juvi REKN (likely containing other radioed birds). Birds flew out of sight NW.additional observers - , , , , "
"357",2015,"7/4/2015","Alaska","34 MI",64.81659,-165.92389,"R","6HJ","FELG","6HJ","FELG","AHY",,"","","","","LHD","Found today with 2+ chicks.additional observers -  NRH,  VAP,  CWW,  LTC,  WGH"
"358",2015,"7/18/2015","Alaska","37 MI",64.84608,-166.08276,"R","1AL","FEDG","1AL","FEDG","L",,"","","","","NRH","Found two groups of 5 HY REKN about 10m apart hunkered down in fog. Birds split up as we startled them and they began to forage. Birds were somewhat flighty, flying when they were pressured at ~25m.additional observers -  CWW, , , , "
"359",2015,"7/18/2015","Alaska","37 MI",64.84608,-166.08276,"R","1AN","FEDG","1AN","FEDG","L",,"","","","","NRH","Found two groups of 5 HY REKN about 10m apart hunkered down in fog. Birds split up as we startled them and they began to forage. Birds were somewhat flighty, flying when they were pressured at ~25m.additional observers -  CWW, , , , "
"360",2015,"7/18/2015","Alaska","37 MI",64.84608,-166.08276,"R","1CC","FEDG","1CC","FEDG","L",,"","","","","NRH","Found two groups of 5 HY REKN about 10m apart hunkered down in fog. Birds split up as we startled them and they began to forage. Birds were somewhat flighty, flying when they were pressured at ~25m.additional observers -  CWW, , , , "
"361",2015,"7/18/2015","Alaska","37 MI",64.84608,-166.08276,"R","1CE","FEDG","1CE","FEDG","L",,"","","","","NRH","Found two groups of 5 HY REKN about 10m apart hunkered down in fog. Birds split up as we startled them and they began to forage. Birds were somewhat flighty, flying when they were pressured at ~25m.additional observers -  CWW, , , , "
"362",2015,"7/18/2015","Alaska","37 MI",64.84608,-166.08276,"R","1EJ","FEDG","1EJ","FEDG","L",,"","","","","NRH","Found two groups of 5 HY REKN about 10m apart hunkered down in fog. Birds split up as we startled them and they began to forage. Birds were somewhat flighty, flying when they were pressured at ~25m.additional observers -  CWW, , , , "
"363",2015,"7/18/2015","Alaska","37 MI",64.84608,-166.08276,"R","1EL","FEDG","1EL","FEDG","L",,"","","","","NRH","Found two groups of 5 HY REKN about 10m apart hunkered down in fog. Birds split up as we startled them and they began to forage. Birds were somewhat flighty, flying when they were pressured at ~25m.additional observers -  CWW, , , , "
"364",2015,"7/18/2015","Alaska","37 MI",64.84608,-166.08276,"R","1EY","FEDG","1EY","FEDG","L",,"","","","","NRH","Found two groups of 5 HY REKN about 10m apart hunkered down in fog. Birds split up as we startled them and they began to forage. Birds were somewhat flighty, flying when they were pressured at ~25m.additional observers -  CWW, , , , "
"365",2015,"7/9/2015","Alaska","37 MI",64.84178,-166.08652,"R","1AU","FEDG","1AU","FEDG","AHY",,"SAT","","Retained","","NRH","Found with 2 chicks (1AX and 1AV). Radio found earlier in the day across road in the grass. And 1CA (the chick that had the radio) was not seen. Captured and RADIOED both chicks.additional observers -  LHD,  WGH, , , "
"369",2015,"7/10/2015","Alaska","37 MI",64.84499,-166.06076,"R","6EV","FELG","6EV","FELG","AHY",,"SAT","","Retained","","CWW","Four chicks. CX, CV, and 2 UNBadditional observers - , , , , "
"430",2015,"3/13/2015","Mexico","Playa Pueblo/GSC/México",31.73553,-114.6486,"R","6TJ","FELG","6TJ","FELG","AHY",,"","","","","Adriana","General GPS Location"
"431",2015,"3/17/2015","Mexico","Los Soldados/GSC/México",31.73553,-114.6486,"R","6CL","FELG","6CL","FELG","AHY",,"","","","","Adriana y Fabiola","General GPS Location"
"432",2015,"3/17/2015","Mexico","Los Soldados/GSC/México",31.73553,-114.6486,"R","6VV","FELG","6VV","FELG","AHY",,"","","","","Adriana","General GPS Location"
"433",2015,"3/19/2015","Mexico","Playa Pueblo/GSC/México",31.73553,-114.6486,"R","6CL","FELG","6CL","FELG","AHY",,"","","","","Adriana","General GPS Location"
"434",2015,"3/20/2015","Mexico","Playa Pueblo/GSC/México",31.73553,-114.6486,"R","6VV","FELG","6VV","FELG","AHY",,"","","","","Adriana","General GPS Location"
"435",2015,"3/21/2015","Mexico","El Cerro/GSC/México",31.73553,-114.6486,"R","6CL","FELG","6CL","FELG","AHY",,"","","","","Adriana","General GPS Location"
"436",2015,"3/21/2015","Mexico","restaurante El Faro/GSC/México",31.73553,-114.6486,"R","6TJ","FELG","6TJ","FELG","AHY",,"","","","","Adriana y Fabiola","General GPS Location"
"437",2015,"3/21/2015","Mexico","restaurante El Faro/GSC/México",31.73553,-114.6486,"R","6VA","FELG","6VA","FELG","AHY",,"","","","","Adriana","General GPS Location"
"438",2015,"3/26/2015","Mexico","Choza/GSC/México",31.73553,-114.6486,"R","6CL","FELG","6CL","FELG","AHY",,"","","","","Adriana y Fabiola","General GPS Location"
"439",2015,"3/26/2015","Mexico","Los Soldados (pasando)/GSC/México",31.73553,-114.648629,"R","6TJ","FELG","6TJ","FELG","AHY",,"","","","","Adriana","General GPS Location"
"440",2015,"3/26/2015","Mexico","Los Soldados (pasando)/GSC/México",31.73553,-114.6486,"R","6UU","FELG","6UU","FELG","AHY",,"","","","","Adriana","General GPS Location"
"441",2015,"3/27/2015","Mexico","Playa Pueblo/GSC/México",31.73553,-114.6486,"R","6KT","FELG","6KT","FELG","AHY",,"GEO","","Retained","","Adriana","General GPS Location"
"442",2015,"3/27/2015","Mexico","Choza/GSC/México",31.73553,-114.6486,"R","6TJ","FELG","6TJ","FELG","AHY",,"","","","","Adriana","General GPS Location"
"443",2015,"3/28/2015","Mexico","Playa Pueblo/GSC/México",31.73553,-114.6486,"R","6HC","FELG","6HC","FELG","AHY",,"GEO","","Retained","","Adriana","General GPS Location"
"444",2015,"3/28/2015","Mexico","Playa Pueblo/GSC/México",31.73553,-114.6486,"R","6KT","FELG","6KT","FELG","AHY",,"GEO","","Retained","","Adriana y Fabiola","General GPS Location"
"445",2015,"3/28/2015","Mexico","Playa Pueblo/GSC/México",31.73553,-114.6486,"R","6UY","FELG","6UY","FELG","AHY",,"","","","","Adriana y Fabiola","General GPS Location"
"446",2015,"3/28/2015","Mexico","Playa Pueblo/GSC/México",31.73553,-114.6486,"R","6VV","FELG","6VV","FELG","AHY",,"","","","","Fabiola","General GPS Location"
"447",2015,"3/30/2015","Mexico","Los Soldados/GSC/México",31.73553,-114.6486,"R","6VA","FELG","6VA","FELG","AHY",,"","","","","Adriana y Fabiola","General GPS Location"
"448",2015,"3/30/2015","Mexico","Los Soldados/GSC/México",31.73553,-114.6486,"R","6VV","FELG","6VV","FELG","AHY",,"","","","","Adriana y Fabiola","General GPS Location"
"449",2015,"3/31/2015","Mexico","Playa Pueblo/GSC/México",31.73553,-114.6486,"R","6VA","FELG","6VA","FELG","AHY",,"","","","","Adriana","General GPS Location"
"450",2015,"4/9/2015","Mexico","Playa Pueblo norte/GSC/México",31.73553,-114.6486,"R","6HN","FELG","6HN","FELG","AHY",,"","","","","Fabiola","General GPS Location"
