"","Year","Region","Location","Area","Site","Latitude","Longitude","CaptureDate","CaptureTime","Species","Bander","Scribe","BandSize","MetalIn","FlagColorIn","FlagCodeIn","UpperLeftIn","LowerLeftIn","UpperRightIn","LowerRightIn","MetalOut","FlagColorOut","FlagCodeOut","UpperLeftOut","LowerLeftOut","UpperRightOut","LowerRightOut","TrackerType1","TrackerStatus1","TrackerID1","TrackerType2","TrackerStatus2","TrackerID2","Disposition","Status","Condition","AgeID","HowAged","FieldSex","CHDSex","HowSex","Culmen","CulmenDepth","CulmenWidth","NaresTip","TotalHead","TarsusDiagonal","Wing","p10","p10Exposed","Fat","Weight","CaptureMethod","NestBroodID","ChickAgeType","ChickHatchDate","ChickAge","FeatherCollected","FeatherType","Blood","BloodQuantity","BloodUse","OtherTests","comments.Tot.Tarsus.Covert.p10_length.Covert.p10_exposed.Weight.Cone_wt.RECAPBTWYR.RECAPWINYR.PHOTOS.MATE.MATE_ATTEND.BROOD_SIZE.REL_STATUS.ffm_p1.ffm_p2.ffm_p3.ffm_p4.ffm_p5.ffm_p6.ffm_p7.ffm_p8.ffm_p9.ffm_p10.ffm_s1.ffm_s2.ffm_s3.ffm_s4.ffm_s5.ffm_s6.ffm_s7.ffm_s8.ffm_s9.ffm_s10.tfm_1.tfm_2.tfm_3.tfm_4.tfm_5.tfm_6.bm_head.bm_neck.bm_back.bm_brst.bm_abd.blood_dna.blood_rna"
"310",2016,5,"NOME","TELLER RD","34 MI",64.81271,-165.95006,"6/14/2016","","REKN","JAJ","",2,"122274359","FELG","6VA","FELG",,"W","M","122274359","FELG","6VA","FELG","","W","M","RADIO","New","","","","","R","301","7","AHY","PL","U","F","IC",36.6,,,,66.8,34.9,175,,,1,150,"Mist","JAJ_002 / 6HV_brood","","",,"N","","N","0","","","Nest ID: JAJ_002, Recs retainedn R3, L2, L1||||||Y|N||||3|BAND/RELEASE|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|retained|0|0|0|0|0|0|0|0|N|N"
"311",2016,5,"NOME","TELLER RD","34 MI",64.81501,-165.95634,"6/14/2016","","REKN","JAJ","",2,"","","","",,"","","129231716","FEDG","1EN","FEDG","","O","M","RADIO","New","","","","","1","301","7","AHY","PL","U","","IC",34.4,,,,63.3,34.1,170,,,0,149,"Mist","NRH_002 / 1EN_brood","","",,"N","","N","0","","","||||||Y|N|BOOK|||2|BAND/RELEASE||||||||||||||||||||||||||||||||N|N"
"312",2016,5,"NOME","TELLER RD","34 MI",64.8253,-166.03957,"6/14/2016","","REKN","JAJ","",2,"","","","",,"","","129231717","FEDG","1EP","FEDG","","O","M","RADIO","New","","","","","1","301","7","AHY","PL","U","","IC",33.7,,,,65,35.1,178,,,0,140,"Mist","JVG_002 / 1HK_brood","","",,"N","","N","0","","","Nest ID: NRH002, W2N:5.0, D2N:6.8, L2N:24.2||||||N|N|||||BAND/RELEASE|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|N|N"
"313",2016,5,"NOME","TELLER RD","37 MI",64.85152,-166.09987,"6/14/2016","","REKN","JAJ","",2,"","","","",,"","","137201117","FEDG","2LM","FEDG","","DG","M","RADIO","New","","","","","R","301","7","AHY","PL","U","","IC",34.5,,,,64.1,35.2,175,,,0,148,"Mist","SGB_001 / 1EV_brood","","",,"N","","N","0","","AISwabC","Bird origionally banded in WA,|35.8|||||N|Y||||2|BAND/RELEASE||||||||||||||||||||||||||||||||N|N"
"314",2016,5,"NOME","TELLER RD","34 MI",64.82246,-166.04131,"6/15/2016","","REKN","JAJ","",2,"122274342","FELG","6UU","FELG",,"W","M","122274342","FELG","6UU","FELG","","W","M","","","","","","","R","319","7","AHY","PL","M","M","BO",34.5,,,,64.5,32.7,166,,,1,134,"Mist","NRH_001 / 6UU_brood","","",,"N","","Y","filter","DNA, RNA","AISwabC","||||||Y|N||||4|BAND/RELEASE|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Y|Y"
"315",2016,5,"NOME","TELLER RD","34 MI",,,"6/15/2016","","REKN","JVG","",2,"","","","",,"","","129231726","","","","","O","M","","","","","","","1","301","7","L","NF","U","","IC",14.2,,,,,,,,,,14.1,"Hand","6UU","Known","6/14/2016",1,"","","","","","",""
"316",2016,5,"NOME","TELLER RD","34 MI",,,"6/15/2016","","REKN","JvG","",2,"","","","",,"","","yellow.1HE.brood","","","","","","M","","","","","","","1","300","7","L","NF","U","","IC",13.9,,,,,,,,,,14,"Hand","1HE","Estimated_by_averagebroodage","6/14/2016",1,"","","","","","",""
"317",2016,5,"NOME","TELLER RD","34 MI",,,"6/15/2016","","REKN","JVG","",2,"","","","",,"","","yellow.6UU.brood","","","","","","M","","","","","","","1","300","7","L","NF","U","","IC",13.9,,,,,,,,,,14,"Hand","6UU","Known","6/14/2016",1,"","","","","","",""
"318",2016,5,"NOME","TELLER RD","34 MI",64.81271,-165.95006,"6/16/2016","","REKN","JAJ","",2,"123233955","FELG","6HV","DG",,"FELG","M","123233955","FELG","6HV","FELG","","DG","M","RADIO","New","","","","","R","301","7","AHY","PL","M","M","BO",34.3,,,,63.8,34.4,170,,,2,148,"Mist","JAJ_002 / 6HV_brood","","",,"N","","N","0","","","||||||Y|Y||||2|BAND/RELEASE||||||||||||||||||||||||||||||||N|N"
"319",2016,5,"NOME","TELLER RD","37 MI",64.85152,-166.09987,"6/16/2016","","REKN","JAJ","",2,"","","","",,"","","129231720","FEDG","1EV","FEDG","","O","M","RADIO","New","","","","","1","319","7","AHY","PL","M","","BO",34.5,,,,65.5,32.7,167,,,1,146,"Mist","SGB_001 / 1EV_brood","","",,"N","","Y","","DNA","","Nest ID: JVG_001||||||N|N||928||3|BAND/RELEASE|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|0|5|5|5|0|0|0|0|0|0|Y|N"
"320",2016,5,"NOME","TELLER RD","37 MI",64.84924,-166.08813,"6/16/2016","","REKN","JAJ","",2,"","","","",,"","","129231718","FEDG","1ET","FEDG","","O","M","","","","","","","1","319","7","AHY","PL","U","F","IC",36.8,,,,68.4,34.5,170,,,2,150,"Mist","SGB_002 / 1HN_brood","","",,"N","","Y","0","DNA","","Nest ID: JVG_002, W2N:5.1, D2N:7.1, L2N:25.9||||||N|N||734|||BAND/RELEASE|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Y|N"
"321",2016,5,"NOME","TELLER RD","37 MI",64.8526,-166.09203,"6/16/2016","","REKN","JAJ","",2,"","","","",,"","","129231719","FEDG","1EU","FEDG","","O","M","","","","","","","1","319","7","AHY","PL","U","F","IC",35.6,,,,65.4,34,166,,,0,140,"Mist","JVG_001 / 6JY_brood","","",,"N","","Y","","DNA","","Nest ID: SGB_002||||||N|N||740||1|BAND/RELEASE|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Y|N"
"322",2016,5,"NOME","TELLER RD","37 MI",64.84563,-166.08302,"6/19/2016","","REKN","LHD","",2,"122274331","FEDG","1AU","FEDG",,"LB","M","122274331","FEDG","1AU","FEDG","","LB","M","","","","","","","R","301","7","AHY","PL","M","","BO",37.4,,,27.5,66.2,35,173,,,3,143,"","NSJ_001 / 1AU_brood","","",,"N","","N","0","","AISwabC","Nest ID: NSJ_001||||||Y|N||(226)Y|||BAND/RELEASE|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|0|0|0|0|0|0|0|0|0|0|N|N"
"323",2016,5,"NOME","TELLER RD","34 MI",64.82399,-166.03362,"6/19/2016","","REKN","LHD","",2,"","","","",,"","","129231721","FEDG","1HA","FEDG","","O","M","","","","","","","1","319","7","AHY","PL","U","F","IC",38.7,,,28.6,68.1,35.6,174,,,3,156,"","NHSG_001 / 1HC_brood","","",,"N","","Y","","DNA","","Nest ID: SGB_001||||||N|N||117||2|BAND/RELEASE|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Y|N"
"324",2016,5,"NOME","TELLER RD","37 MI",64.84333,-166.082,"6/19/2016","","REKN","LHD","",2,"","","","",,"","","129231733","","","","","O","M","","","","","","","1","301","7","L","NF","U","","IC",13.1,,,10,35.2,27.3,,3.5,0,,15.6,"Hand","6TM","Estimated_by_p10","6/16/2016",2.991973774,"","","","","","",""
"325",2016,5,"NOME","TELLER RD","34 MI",64.82399,-166.03362,"6/20/2016","","REKN","LHD","",2,"","","","",,"","","129231722","FEDG","1HC","FEDG","","O","M","RADIO","New","","","","","1","301","7","AHY","PL","M","M","BO",36,,,28,66.2,34,177,,,1,108.9,"Mist","NHSG_001 / 1HC_brood","","",,"N","","N","0","","Fecal, AISwabC","Nest ID: NHSG_001||||||N|N||722||4?|BAND/RELEASE|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|N|N"
